name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,revenue_per_copy
Grocery Store Simulator,2024-06-10,170125,7.99,1160637.0,10.295448229090365,95,Indie,FEKK Games,FEKK Games,2961880,6.82226010286554
Selaco,2024-05-31,56176,24.99,1160305.0,11.059660852944672,93,Indie,Altered Orbit Studios,Altered Orbit Studios,1592280,20.65481700370265
Farmer Against Potatoes Idle,2024-09-05,234948,0.0,1153910.9084421117,256.3350027720608,96,Indie,Oni Gaming,Oni Gaming,1535560,4.911345950772561
Rooftops & Alleys: The Parkour Game,2024-05-21,81558,15.99,1153011.0,7.158457569592916,97,Indie,MLMEDIA,MLMEDIA,2703850,14.137313323033915
A Difficult Game About Climbing,2024-03-06,122429,9.99,1126490.0,8.13506057547006,89,Indie,Pontypants,Pontypants,2497920,9.201169657515784
Reverse Collapse: Code Name Bakery,2024-03-21,63158,24.99,1124733.0,33.23014522628996,74,Indie,XD,"Shanghai Sunborn Network Technology Co., Ltd.",1127700,17.8082428195953
Dominions 6 - Rise of the Pantokrator,2024-01-17,29273,44.99,1090577.0,79.36725950738078,89,Indie,Illwinter Game Design,Illwinter Game Design,2511500,37.2553889249479
Esports Godfather,2024-05-23,65251,19.99,1072894.0,30.3497442517159,93,Indie,Asteroid Game Studio,Asteroid Game Studio,1278540,16.44256792999341
KAKU: Ancient Seal,2024-07-11,63579,24.99,1061930.0,21.65903214357081,86,Indie,BINGOBELL,BINGOBELL,1179580,16.70252756413281
Yaoling: Mythical Journey,2024-07-15,62937,19.99,1047362.0,21.326345346674653,91,Indie,"RAYKA STUDIO,NPC Entertainment",RAYKA STUDIO,2816950,16.64143508587953
Crow Country,2024-05-09,61044,19.99,1045536.0,4.780094463438322,99,Indie,SFB Games,SFB Games,1996010,17.127580106152937
Oddsparks: An Automation Adventure,2024-04-24,61371,24.99,1042637.0,12.498809626793388,91,Indie,HandyGames,Massive Miniteam,1817800,16.989082791546497
Emberward,2024-06-25,78590,14.99,1042636.0,9.537951392208566,96,Indie,ReficGames,ReficGames,2459550,13.266776943631506
Yi Xian: The Cultivation Card Game,2024-01-21,286872,0.0,1039161.219972389,55.01663011678348,75,AA,Gamera Games,Darksun Studio,1948800,3.622386360371138
Project QT,2024-01-16,26716,0.0,1036107.0,105.6310151724434,63,Indie,Nutaku Publishing,xDNA,1571200,38.78226530917802
Snufkin: Melody of Moominvalley,2024-03-07,60378,19.99,1019946.0,3.2116139517137414,98,AA,Raw Fury,Hyper Games,1808680,16.89267614031601
Minishoot' Adventures,2024-04-02,78535,14.99,1001962.0,7.261068882154135,98,Indie,"SoulGame Studio,IndieArk",SoulGame Studio,1634860,12.758158782708346
WRATH: Aeon of Ruin,2024-02-27,47909,24.99,985076.0,2.9773647230246736,74,Indie,"3D Realms,Fulqrum Publishing","KillPixel Games,Slipgate Ironworks",1000410,20.56139764971091
Ace Attorney Investigations Collection,2024-09-05,27151,39.99,977191.0,4.091232841920956,98,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2401970,35.99097639129314
Solium Infernum,2024-02-22,29536,39.99,966283.0,24.686084918196155,88,Indie,League of Geeks,League of Geeks,1893810,32.71543201516793
Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,2024-03-07,295759,0.0,961994.0,20.590229748847623,92,AAA,Electronic Arts,EA Los Angeles,2229850,3.2526279842709775
The Elder Scrolls Online: Gold Road,2024-06-03,27601,39.99,960791.0,0.0,44,AAA,Bethesda Softworks,ZeniMax Online Studios,2662630,34.810006883808555
Go-Go Town!,2024-06-18,45863,24.99,957117.0,8.798573867686125,0,Indie,"CULT Games,Prideful Sloth",Prideful Sloth,2195120,20.869044763752918
MotoGP™24,2024-05-02,23431,49.99,954851.0,22.98612604105317,83,Indie,Milestone S.r.l.,Milestone S.r.l.,2581700,40.75161111348214
Bandle Tale: A League of Legends Story,2024-02-21,43330,24.99,954119.0,10.662545091105516,80,Indie,Riot Forge,Lazy Bear Games,1759380,22.019824601892452
Command & Conquer™ Generals Zero Hour,2024-03-07,201644,0.0,933938.0,21.32924236144096,89,AAA,Electronic Arts,EA Los Angeles,2732960,4.631618099224376
Command & Conquer™ Generals,2024-03-07,90955,0.0,930800.0,11.999446787110118,85,AAA,Electronic Arts,EA Los Angeles,2229870,10.233632015832004
VLADiK BRUTAL,2024-08-09,92754,11.99,928429.0,4.557906694937509,89,Indie,Narko Games,Narko Games,1316680,10.009584492313
Momodora: Moonlit Farewell,2024-01-11,68442,16.99,927493.0,6.473380892880699,92,AA,PLAYISM,Bombservice,1747760,13.551518073697437
Command & Conquer™ Tiberian Sun™ and Firestorm™,2024-03-07,65809,0.0,926924.0,12.28339307326484,91,AAA,Electronic Arts,EA Los Angeles,2229880,14.085064352900059
Frontier Hunter: Erza’s Wheel of Fortune,2024-07-26,54431,24.99,922336.0,11.12684600466776,88,Indie,"IceSitruuna,NPC Entertainment",IceSitruuna,1429500,16.945049695945325
Command & Conquer Renegade™,2024-03-07,26120,0.0,921771.0,7.841912941894338,86,AAA,Electronic Arts,EA Los Angeles,2229890,35.289854517611026
Command & Conquer™ and The Covert Operations™,2024-03-07,21266,0.0,921760.0,8.588419156625173,82,AAA,Electronic Arts,EA Los Angeles,2229830,43.344305464121135
"Command & Conquer Red Alert™, Counterstrike™ and The Aftermath™",2024-03-07,26292,0.0,920024.0,10.27607539673983,86,AAA,Electronic Arts,EA Los Angeles,2229840,34.99254526091587
Anger Foot,2024-07-11,40294,24.99,906252.0,5.627084715285352,93,AA,Devolver Digital,Free Lives,1978590,22.49099121457289
Echoes of the Plum Grove,2024-04-29,54189,19.99,902318.0,24.66004828889055,0,Indie,indie.io,Unwound Games,1536090,16.651312997102732
Boxes: Lost Fragments,2024-02-01,68169,14.99,900796.0,4.149034995582672,91,Indie,Snapbreak,Big Loop Studios,2019810,13.214158928545233
VAIL VR,2024-02-15,89548,29.99,887656.0,3.708556191014475,78,Indie,AEXLAB,AEXLAB,801550,9.91262786438558
Gym Simulator 24,2024-07-19,109135,10.99,884330.0,4.271517013003123,90,Indie,Red Axe Games,Quatech,2559270,8.103083337151235
Reus 2,2024-05-28,42986,24.99,879212.0,12.33557918373739,97,Indie,Firesquid,Abbey Games,1875060,20.45344996045224
Wizardry: Proving Grounds of the Mad Overlord,2024-05-23,29055,34.99,875986.0,32.178361089119306,85,Indie,Digital Eclipse,Digital Eclipse,2518960,30.149234210979177
Instruments of Destruction,2024-05-10,55717,19.99,874462.0,8.518788291074912,94,Indie,Radiangames,Radiangames,1428100,15.69470718093221
Shogun Showdown,2024-09-05,103097,14.99,871956.0,14.709804691305951,97,Indie,"Goblinz Publishing,Gamera Games",Roboatino,2084000,8.457627283044124
PILGRIM,2024-05-31,131573,7.99,867610.0,3.3304745672878693,88,Indie,DESPERATE MEASURES,DESPERATE MEASURES,2965660,6.594134054859279
Squirrel with a Gun,2024-08-29,53495,19.99,866137.0,3.5893794482410684,83,Indie,Maximum Entertainment,Dee Dee Creations LLC,2067050,16.190989812131974
News Tower,2024-02-13,50123,19.99,864588.0,13.767491551302214,97,Indie,Twin Sails Interactive,Sparrow Night,1649950,17.249326656425193
Aeons Echo,2024-08-22,59501,0.0,853013.0,6.800604003855153,83,Indie,Nutaku Publishing,Aeons Studio,2832330,14.336111998117678
Cryptmaster,2024-05-09,40489,24.99,845758.0,5.6746313405080935,96,Indie,Akupara Games,"Paul Hart,Lee Williams,Akupara Games",1885110,20.88858702363605
Cat Quest III,2024-08-08,50873,19.99,836331.0,5.897890979303593,0,Indie,Kepler Interactive,The Gentlebros,2305840,16.439584848544413
MEMORIAPOLIS,2024-08-29,43572,24.99,832922.0,3.556692338780094,83,Indie,5PM Studio,5PM Studio,2228280,19.115991921417425
Fallen Aces,2024-06-14,81873,12.99,831336.0,3.651904364361676,98,AA,New Blood Interactive,"Trey Powell,Jason Bond",1411910,10.15397017331721
Megaloot,2024-08-30,101120,9.99,829084.0,7.072853564425466,85,Indie,"Ravenage Games,INSTINCT3",axilirate,2440380,8.199011075949366
The Operator,2024-07-22,70976,13.99,827721.0,3.030081530375901,93,Indie,"Bureau 81,indienova",Bureau 81,1771980,11.66198433273219
Perfect World M,2024-02-22,3768,0.0,825766.0,46.92903887910011,33,Indie,PERFECT WORLD GAMES,PERFECT WORLD GAMES,2715240,219.15233545647558
Knock on the Coffin Lid,2024-08-08,49983,24.99,824669.0,36.13476474169297,85,Indie,RedBoon,RedBoon,1232580,16.498989656483204
STAR WARS™: Dark Forces Remaster,2024-02-28,30598,29.99,824203.0,4.770394285401785,90,Indie,Nightdive Studios,"Nightdive Studios,LucasArts",2292260,26.936499117589385
Castlevania Dominus Collection,2024-08-27,36203,24.99,814241.0,8.317685816929346,96,AA,KONAMI,KONAMI,2369900,22.490981410380357
No Case Should Remain Unsolved,2024-01-17,152090,6.99,814072.0,2.006452454717227,98,Indie,Somi,Somi,2676840,5.35256755868236
Spell Disk,2024-03-01,65281,14.99,812211.0,11.116959666409018,88,Indie,Sunpeak Games,Sunpeak Games,2292060,12.441767129792742
Dungeons & Degenerate Gamblers,2024-08-08,65164,14.99,806583.0,8.091559584377128,75,Indie,Yogscast Games,Purple Moss Collectors,2400510,12.377739242526548
Outcast - A New Beginning,2024-03-15,19374,59.99,806366.0,14.96428173825503,84,AA,THQ Nordic,Appeal Studios,1013140,41.62103850521317
Ships At Sea,2024-05-23,36845,24.99,797925.0,15.20780271151262,0,Indie,Misc Games,Misc Games,1266540,21.656262722214684
The Last Flame,2024-01-17,53815,17.99,793506.0,22.64068765605981,0,Indie,"Hotloop,Surefire.Games",Hotloop,1830970,14.745071076837313
Yarimono,2024-08-30,39179,24.99,793022.0,6.409328024387582,87,Indie,072 Project,にゅう工房,2696050,20.240996452181015
JIANGHU CHRONICLES,2024-07-31,59040,16.99,790516.0,23.442699513632128,74,Indie,方块游戏(CubeGame),一品阁,1909840,13.38949864498645
Terminus: Zombie Survivors,2024-08-19,60505,19.99,787448.0,18.643321811538684,97,Indie,Longplay Studios,Longplay Studios,1534980,13.01459383522023
MEGATON MUSASHI W: WIRED,2024-04-24,20281,49.99,787339.0,24.487806291768475,85,Indie,LEVEL5 Inc.,LEVEL5 Inc.,2450450,38.82150781519649
WE ARE FOOTBALL 2024,2024-03-04,25210,39.99,779187.0,51.034166549407374,82,Indie,"HandyGames,THQ Nordic",Winning Streak Games,1951410,30.907854026180086
Fling to the Finish,2024-01-18,102601,19.99,778760.0,11.810501362514172,85,AA,Daedalic Entertainment,SplitSide Games,1054430,7.590179432948997
Fate/stay night REMASTERED,2024-08-07,31040,29.99,764069.0,12.432516197496774,95,Indie,Aniplex Inc.,"TYPE-MOON,fuzz Inc.",2396980,24.615625
Cyber Manhunt 2: New World - The Hacking Simulator,2024-05-09,91066,9.99,763279.0,5.428407888662228,92,Indie,Spiral Up Games,Aluba Studio,2421410,8.381602354336415
Age of Water,2024-04-25,28566,29.99,752577.0,40.17846919733193,61,AA,Gaijin Network Ltd,Three Whales Studio,2695490,26.34520058811174
Metal Slug: Awakening,2024-07-19,141042,0.0,751373.0,12.47894042688811,60,Indie,HAOPLAY Limited,Tencent,2963870,5.327299669601962
Welcome to ParadiZe,2024-02-29,31996,29.99,744243.0,11.46851070052296,65,AA,Nacon,Eko Software,1519090,23.260501312664083
Prince of Persia The Lost Crown,2024-08-08,32997,39.99,743441.0,12.309219921885283,78,AAA,Ubisoft,Ubisoft Montpellier,2751000,22.53056338455011
Level Zero: Extraction,2024-08-13,45552,19.99,742914.0,16.09604183194644,66,AA,tinyBuild,Doghowl Games,1456940,16.309141201264488
Oblivion Override,2024-01-24,61267,17.99,725958.0,13.942909524853192,92,Indie,Paleo,Humble Mill,1952370,11.849086784076256
Tales & Tactics,2024-08-15,53902,17.99,724772.0,19.324987990798324,82,Indie,"Yogscast Games,Gamersky Games",Table 9 Studio,1652250,13.446105895885125
Spiritfall,2024-02-28,45670,19.99,723249.0,13.377384058933654,93,Indie,Gentle Giant,Gentle Giant,1835240,15.836413400481717
Starcom: Unknown Space,2024-09-02,38592,24.99,720375.0,18.31690218752013,91,Indie,"Wx3 Labs, LLC","Wx3 Labs, LLC",1750770,18.66643345771144
Plane Mechanic Simulator,2024-02-14,110431,11.99,719997.0,4.490614087649444,60,Indie,Movie Games S.A.,"Cobble Games,Disaster Studio",803980,6.519881192781012
OUTBRK,2024-06-28,22704,34.99,714971.0,13.129795146256964,79,Indie,Sublime,Sublime,1107320,31.49097075405215
Pro Cycling Manager 2024,2024-06-06,19951,39.99,709826.0,40.09035924723011,65,AA,Nacon,Cyanide Studio,2494350,35.57846724474964
Ale & Tale Tavern,2024-09-05,58289,14.99,707686.0,3.760395364186901,86,Indie,"GrabTheGames,UpgradePoint",Scienart Games,2683150,12.140987150234178
Ultimate General: American Revolution,2024-06-06,16607,49.99,705648.0,25.63686490370842,76,Indie,Game-Labs,Game-Labs,1901910,42.490997772023846
Until Then,2024-06-25,42561,19.99,704108.0,10.328552351899267,99,Indie,Maximum Entertainment,Polychroma Games,1574820,16.543502267333945
Robin Hood - Sherwood Builders,2024-02-29,29781,29.99,702787.0,14.996376394279752,72,AA,PlayWay S.A.,MeanAstronauts,1159420,23.59850240085961
Home Safety Hotline,2024-01-16,51830,14.99,700241.0,2.6434286805013034,92,Indie,Night Signal Entertainment,Night Signal Entertainment,2357910,13.510341501061161
Gatekeeper,2024-05-13,60295,14.99,691110.0,7.129803716146882,86,Indie,HypeTrain Digital,Gravity Lagoon,2106670,11.462144456422589
恋爱单选题,2024-07-18,74201,10.99,688783.0,6.164275466198359,85,Indie,"无忧传媒,指间宇宙",无忧传媒,2865490,9.282664654115173
Lotus Lantern: Rescue Mother,2024-04-11,84001,9.99,684821.0,6.675683909404666,80,Indie,Plaisir Games,Unstable Games,2319030,8.152533898405972
Monster Hunter Stories,2024-06-13,25340,29.99,683951.0,22.701533084636345,88,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2356560,26.990962904498815
UNDERDOGS,2024-01-25,27593,29.99,683121.0,3.76814716744285,98,Indie,One Hamsa,One Hamsa,2441700,24.757039828942123
Umamusume: Pretty Derby – Party Dash,2024-08-29,16684,44.99,675551.0,5.166505747062647,66,AA,"Cygames, Inc.","Cygames, Inc.,Arc System Works",2313020,40.49094941261089
War Hospital,2024-01-11,27672,29.99,673600.0,12.325651287457022,60,AA,Nacon,Brave Lamb Studio S.A.,1553000,24.34229546111593
Slice & Dice,2024-03-20,77805,8.99,673586.0,20.542735392217416,97,Indie,Tann,Tann,1775490,8.657361352098194
Tavern Manager Simulator 🍻,2024-08-13,62204,12.99,673225.0,5.9371905550515685,84,Indie,One More Time,One More Time,2756770,10.822857050993505
Classified: France '44,2024-03-05,23879,49.99,670774.0,17.692649262011187,82,AA,Team17,Absolutely Games,2085370,28.09053980484945
Car Manufacture,2024-08-01,40273,19.99,668524.0,10.74006526210832,80,AA,PlayWay S.A.,STEREO GAMES S.A.,983380,16.59980632185335
Skull and Bones,2024-08-22,30388,59.99,667814.0,14.60857630629658,0,AAA,Ubisoft,Ubisoft Singapore,2853730,21.97624062129788
Duck Detective: The Secret Salami,2024-05-23,79652,9.99,663730.0,1.679108723483934,96,Indie,Happy Broccoli Games,Happy Broccoli Games,2637990,8.332872997539296
MILF's Plaza,2024-04-19,54936,14.99,661717.0,5.261923537851022,69,Indie,TopHouse Publishing,Texic,2706300,12.045234454638125
Cluckmech Oasis,2024-05-09,77537,9.99,649091.0,22.85835077991378,87,Indie,Mammorize,BlackLight,2453360,8.371371087351845
Beer Factory,2024-01-10,40391,18.99,648123.0,8.18082594869134,52,Indie,"CreativeForge Games,PlayWay S.A.",AKEL,1782570,16.046223168527643
Steps of Debauchery,2024-02-05,49713,14.99,646945.0,6.193347100644998,0,Indie,FooxiedGames,FooxiedGames,2649970,13.013598052823205
Yakuza Rogue: Yokohama massage parlor chapter,2024-05-28,58817,12.99,638497.0,7.231949832167666,83,Indie,WAKUWAKU,WAKUWAKU,2857880,10.855653977591512
Dale & Dawson Stationery Supplies,2024-08-30,95537,7.99,634206.0,4.186376780152751,97,Indie,Striped Panda Studios,Striped Panda Studios,2920570,6.638328605671101
Lorelei and the Laser Eyes,2024-05-16,28142,24.99,632941.0,11.174563857548948,96,AA,Annapurna Interactive,Simogo,2008920,22.490974344396275
Minami Lane,2024-02-28,147247,4.99,632369.0,2.804406343676304,0,Indie,"Doot,Wholesome Games Presents","Doot,Blibloop",2678990,4.294613812165952
Wild West Dynasty,2024-08-22,32024,26.99,625495.0,8.080317945857818,33,Indie,Toplitz Productions,Moon Punch Studio,1329880,19.532069697726705
POOLS,2024-04-26,75464,9.79,623473.0,2.8443771540274825,95,Indie,"Tensori,UNIKAT Label",Tensori,2663530,8.26185995971589
Lil' Guardsman,2024-01-23,35849,19.99,611012.0,6.60034270025886,95,Indie,"Versus Evil,tinyBuild",Hilltop Studios,1924360,17.04404585901978
Kalpa of Sword,2024-01-31,207970,0.0,606780.0,28.111487732646168,0,Indie,Orienjoy,孤帆工作室,2739600,2.91763235081983
Dawn of Defiance,2024-08-15,43439,19.99,605601.0,12.638898749100711,80,Indie,Traega Entertainment,Traega Entertainment,2059530,13.941412095121896
Murky Divers,2024-06-19,133629,5.99,605472.0,5.7234479424214015,88,Indie,Oro Interactive,Embers,2963880,4.530992524077857
Platform 8,2024-05-31,167800,3.99,602569.0,0.9864579579325782,86,Indie,KOTAKE CREATE,KOTAKE CREATE,2903560,3.590995232419547
Laysara: Summit Kingdom,2024-04-10,37722,19.99,602187.0,8.358782444731016,84,Indie,"Future Friends Games,Quite OK Games",Quite OK Games,1823950,15.963814219818673
Arms Trade Tycoon: Tanks,2024-02-06,22152,29.99,601167.0,10.179553939681757,74,Indie,MicroProse Software,FunGi,1662210,27.138271939328277
Turnip Boy Robs a Bank,2024-01-18,49027,14.99,600836.0,3.8171493812781394,96,Indie,Graffiti Games,Snoozy Kazoo,2097230,12.255206314887715
Star Trek: Resurgence,2024-05-23,30539,24.99,597802.0,6.086680921848769,91,Indie,Bruner House,Dramatic Labs,2653940,19.575035200890664
Hospital 666,2024-03-05,102445,7.99,596521.0,2.5738297964679915,72,Indie,Lokin,Lokin,2774380,5.822841524720582
Dice & Fold,2024-06-24,56528,12.99,582729.0,8.30640528155963,0,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2693930,10.308678884800452
Artisan TD,2024-07-22,41175,16.99,577505.0,14.72206964107766,91,Indie,Unexpected,4rtisans,2224640,14.025622343655131
Caribbean Legend,2024-02-15,26133,29.99,562753.0,43.28639704487596,76,Indie,"BlackMark Studio,Valkyrie Initiative",BlackMark Studio,2230980,21.53419048712356
SKALD: Against the Black Priory,2024-05-30,44588,14.99,560803.0,13.160084375258686,96,AA,Raw Fury,High North Studios AS,1069160,12.57744236117341
Supermarket Together,2024-08-09,2085116,0.0,554295.9124042441,6.334958879516334,0,Indie,DeadDevsTellNoLies,DeadDevsTellNoLies,2709570,0.26583456863035154
SteamWorld Heist II,2024-08-08,21930,29.99,552082.0,15.884763355350692,96,Indie,Thunderful Publishing,Thunderful Development,2396240,25.17473780209758
Autopsy Simulator,2024-06-06,25263,24.99,548556.0,3.5028611346440464,45,Indie,Team17 Digital Ltd,Woodland Games,1283230,21.713810711316945
Vanity Fair: The Pursuit,2024-02-19,123654,6.99,543074.0,4.614620041573028,0,Indie,WaveGame,MuYan Studio,2758000,4.391883804810196
Resist the succubus—The end of the female Knight,2024-07-26,54751,16.99,535736.0,4.66734514818441,77,Indie,OTAKU Plan,BoRoBoRoGame,1868000,9.784953699475809
Garden Life: A Cozy Simulator,2024-02-22,25529,24.99,530576.0,14.706945589014907,80,AA,Nacon,stillalive studios,1915380,20.783266089545222
Penny’s Big Breakaway,2024-02-21,23256,29.99,524794.0,5.13330423733239,82,AA,Private Division,Evening Star,1955230,22.56596147230822
Omega Crafter,2024-03-28,23653,24.99,523807.0,14.278842039307648,0,Indie,Preferred Networks,Preferred Networks,2262080,22.145478374836173
Fractured Online,2024-07-24,31955,14.99,521570.0,43.82106499089426,55,Indie,Dynamight Studios,Dynamight Studios,1426050,16.322015334063526
DRAGON QUEST BUILDERS,2024-02-13,22804,27.99,519305.0,24.669839632030605,92,AA,Square Enix,Square Enix,2436570,22.772539905279775
Spectre Divide,2024-09-03,584912,0.0,515874.0,3.7906067463564392,53,Indie,Mountaintop Studios,Mountaintop Studios,2641470,0.8819685696309872
RIPOUT,2024-05-28,25078,24.99,510816.0,9.22208996429652,78,Indie,3D Realms,Pet Project Games,1558830,20.36908844405455
Song Of The Prairie,2024-07-31,34212,19.99,508466.0,26.52511977011552,86,Indie,AOE Plus,The Droplet Studio,1350840,14.862212089325382
SpellRogue,2024-02-12,38313,15.99,504572.0,22.424010541240484,0,Indie,Ghost Ship Publishing,Guidelight Games,1990110,13.169733510818782
Train Capacity 300%,2024-06-26,10037,59.99,499436.0,3.783498398295651,76,Indie,072 Project,ベルゼブブ,2441570,49.75948988741656
The Settlers: New Allies,2024-03-26,24828,59.99,498522.0,29.116687826484263,52,AAA,Ubisoft,Ubisoft Düsseldorf,2750080,20.07902368293862
[Chilla's Art] Shinkansen 0 | 新幹線 0号,2024-03-22,78706,6.99,492076.0,1.803159642267536,85,Indie,Chilla's Art,Chilla's Art,2793370,6.252077351154931
ROBOBEAT,2024-05-14,31582,19.99,491385.0,6.909824832526566,97,Indie,Kwalee,Simon Fredholm,1456760,15.559020961307073
Denizen,2024-04-29,28820,19.99,489411.0,7.776756483905562,78,Indie,Departure Interactive,Departure Interactive,2010030,16.981644691186677
I Wani Hug that Gator!,2024-02-14,38369,14.99,481057.0,14.51670755792052,99,Indie,Cavemanon,Cavemanon,1895350,12.537647580077667
Corpse Keeper,2024-05-28,33315,19.99,480134.0,11.798358652481376,79,Indie,Thermite Games,Melancholia Studio,1601740,14.411946570613837
SILENT BREATH,2024-04-05,55920,9.99,478886.0,1.253684919186634,70,Indie,EXODIAC STUDIOS,EXODIAC STUDIOS,2796180,8.563769670958512
Romantic Escapades,2024-08-02,27493,19.99,478599.0,4.777122589943246,89,Indie,Salamander Interactive,Salamander Interactive,2897760,17.40803113519805
9-Bit Armies: A Bit Too Far,2024-08-26,31112,19.99,477043.0,11.292738471310066,89,Indie,Petroglyph,Petroglyph,1439750,15.33308691180252
An alt girl for skoof,2024-04-21,142590,4.99,476684.0,2.0744072440511374,0,Indie,Terletski Games,"Terletski Games,RIKANIMATION",2901520,3.343039483834771
Remnant Records,2024-01-23,40789,15.99,476002.0,6.249774400407087,86,Indie,Noctiluca Studio,Noctiluca Studio,1916310,11.669861972590649
Lust Academy - Season 3,2024-05-27,35401,14.99,473076.0,8.985764778175827,89,Indie,Bear in the Night,Bear in the Night,2655960,13.363351317759385
Loop Queen-Escape Dungeon 3,2024-01-08,28946,19.99,469651.0,5.51790199892241,84,Indie,"Hide Games,PlayMeow",Hide Games,1950450,16.225074276238512
Anonymous Hacker Simulator,2024-04-03,30891,19.99,469375.0,7.376180049745447,86,Indie,"G-DEVS.com,CreativeForge Games",Sicarius,2487060,15.194555048395973
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,2024-06-13,12254,59.99,467421.0,11.294433700423134,80,AA,Square Enix,Square Enix,2552440,38.14436102497144
Contractors Showdown,2024-04-25,27141,19.99,466608.0,18.18104801253864,80,Indie,Caveman Studio,Caveman Studio,2719160,17.191997347186913
SaGa Emerald Beyond ,2024-04-25,10425,49.99,464418.0,56.864651920884434,75,AA,Square Enix,Square Enix,2085000,44.54848920863309
Dream Engines: Nomad Cities,2024-05-09,23463,29.99,458980.0,24.13013396183912,75,Indie,"Suncrash,Gamera Games",Suncrash,1076750,19.561863359331713
SAMURAI WARRIORS 4 DX,2024-05-13,10192,49.99,458548.0,14.780196821244653,88,AA,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2719200,44.990973312401884
SUMMERHOUSE,2024-03-08,124989,4.99,457163.0,2.329047690339736,95,Indie,Future Friends Games,Friedemann,2533960,3.6576258710766547
Self Defense Dojo,2024-04-11,49053,10.99,454488.0,9.62940872357666,87,Indie,WAKUWAKU,WAKUWAKU,2534120,9.265243715980674
Rising Lords,2024-01-18,31478,19.99,450937.0,11.480690698372614,73,Indie,"Deck13,WhisperGames",Argonwood,835650,14.325465404409428
Ogu and the Secret Forest,2024-07-29,29556,24.99,447349.0,12.38599020840312,96,Indie,Sinkhole Studio,"Moonlab Studio,Sinkhole Studio",1985960,15.135640817431316
失业了，我获得了亿万游戏财产！,2024-08-08,41154,12.99,442047.0,5.434507313639457,0,Indie,Bolingogames,Bolingogames,2875140,10.741288817611897
Guardians of Eden-Embrace of the Forest,2024-03-07,47876,10.99,440759.0,3.4102798584792144,93,Indie,"Mango Party,Mango Party News",Black Cat Entertainment,2672430,9.206262010192999
STAR WARS™: Bounty Hunter™,2024-07-31,25198,19.99,440677.0,4.710997589917462,90,Indie,Aspyr,Aspyr,2419090,17.488570521469956
Trans-Siberian Railway Simulator,2024-05-30,26748,19.99,439367.0,7.473760984153682,92,AA,PlayWay S.A.,Pentacle,998400,16.42616270375355
Inkulinati,2024-02-22,32914,24.99,438381.0,10.260957164525532,89,AA,Daedalic Entertainment,Yaza Games,957960,13.31898280367017
Meta-Ghost: The Breaking Show,2024-04-24,29511,17.99,438131.0,27.94245613578306,74,Indie,"Flawless Gaming,Erabit",Scarecrow Studio,2507980,14.84636237335231
迷宮校舎 | School Labyrinth,2024-02-21,72520,6.99,433805.0,6.621443293132326,83,Indie,RainyDollGames,RainyDollGames,2423300,5.981867071152785
Flintlock: The Siege of Dawn,2024-07-17,13360,39.99,428492.0,8.54822977632938,78,Indie,Kepler Interactive,A44 Games,1832040,32.07275449101797
Touhou Hero of Ice Fairy,2024-04-03,113539,6.99,426279.0,7.463627015339362,98,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1955830,3.7544720316367064
River Town Factory,2024-02-06,49851,14.99,422423.0,22.97850275057128,91,Indie,"iFAction Studio,BD Games",iFAction Studio,2281410,8.473711660749032
Enishia and the Binding Brand,2024-05-10,36535,14.99,420150.0,8.334240655135321,89,Indie,Kagura Games,Shimobashira Workshop,2582650,11.49993157246476
The Witch of Fern Island,2024-02-27,24841,24.99,419597.0,42.1769780679866,80,Indie,indie.io,Enjoy Studio S.A.,1550010,16.89130872348134
Aquarist,2024-03-29,49828,15.99,418284.0,5.791556271643747,85,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1430760,8.394557277032993
TRIBES 3: Rivals,2024-03-12,25090,19.99,409596.0,23.34107405843711,73,Indie,Prophecy Games,Prophecy Games,2687970,16.325069748903946
Children of the Sun,2024-04-09,29898,14.99,405492.0,2.7145806764945544,94,AA,Devolver Digital,René Rother,1309950,13.562512542644994
Mahjong Soul,2024-07-23,50514,0.0,404777.0,13.097029411695926,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990,8.013164667220968
Bulwark Evolution: Falconeer Chronicles,2024-03-26,25933,19.99,404450.0,11.639992881791208,81,Indie,Wired Productions,Tomas Sala,290100,15.595958816951375
Contra: Operation Galuga,2024-03-12,12497,39.99,398126.0,8.399051408132877,87,AA,KONAMI,WayForward,2235020,31.857725854205007
IN HEAT: Lustful Nights,2024-06-21,32781,14.99,397065.0,6.52036594813416,92,Indie,Critical Bliss,MonsterBox,1962890,12.112656721881578
Harold Halibut,2024-04-16,14341,34.99,394548.0,6.805622153637477,82,Indie,Slow Bros.,Slow Bros.,924750,27.51188898961021
All Quiet in the Trenches,2024-01-17,16987,24.99,389794.0,5.104839946954534,91,Indie,Totally Not Aliens,Totally Not Aliens,863500,22.946606228292225
