name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,revenue_per_copy
TrinityS,2024-04-25,9630,14.99,97404.0,7.425199078752663,75,Indie,Phoenixx Inc.,Indie-us Games,1584690,10.114641744548287
Slave Zero X,2024-02-21,4603,24.99,97228.0,6.396802075195478,85,Indie,Ziggurat,Poppy Works,1903910,21.12274603519444
Crestfallen: Medieval Survival,2024-07-17,8635,14.99,97203.0,9.388145547654238,69,Indie,Bloodbath Studios,Bloodbath Studios,2293680,11.256861609727851
My Pleasure - Season 3,2024-03-28,6301,18.99,95671.0,6.129136649681638,79,Indie,Tasty Pics Studio,Tasty Pics Studio,2610080,15.183462942390097
Kingsgrave,2024-04-17,13324,9.99,95478.0,3.649236971474798,78,Indie,Alawar,Egg or Chicken Games,2644360,7.165866106274392
Dishwashing Simulator,2024-04-03,12031,9.99,94839.0,4.485264365334047,90,Indie,Frinky,"Frinky,Frosty",2747780,7.882885878148118
I'm counting to 6...,2024-01-26,17098,6.99,94804.0,0.8322044494652961,86,Indie,EMIKA_GAMES,EMIKA_GAMES,2717260,5.544742075096503
Roundscape Adorevia,2024-08-02,6901,15.99,94711.0,9.85695666419018,80,Indie,Arvus Games,Arvus Games,2986400,13.724242863353137
Abyss School,2024-01-19,26289,3.99,94355.0,4.04024775680354,91,Indie,eTIRUe,eTIRUe,2473710,3.5891437483358057
Raw Metal,2024-03-19,5335,19.99,93469.0,6.009124128377369,89,Indie,Team Crucible,Team Crucible,2279600,17.51996251171509
异常情绪回收组,2024-01-28,10151,10.99,93379.0,12.301525684306291,85,Indie,墨元素,墨元素,2597460,9.19899517288937
全民街篮,2024-05-30,31422,0.0,92977.0,11.40682578170852,76,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,2383020,2.9589777862644007
Sumerian Six,2024-09-02,3437,29.99,92768.0,5.230193368366318,96,AA,Devolver Digital,Artificer,1429850,26.990980506255454
Open Roads,2024-03-28,6252,19.99,92665.0,2.2164894237313963,76,AA,Annapurna Interactive,Open Roads Team,1497360,14.821657069737684
Cybernetic Seduction - Season 1,2024-05-03,8497,12.99,92662.0,6.853151087871319,90,Indie,1Thousand,1Thousand,2724540,10.905260680240085
Idle Fishing,2024-05-24,46667,0.0,92146.0,46.04458467925279,77,Indie,AO Games,AO Games,2725560,1.974543038978293
Unveiling the Unknown,2024-05-07,6254,17.99,91150.0,8.885718977731928,90,Indie,TwistedScarlett60,TwistedScarlett60,2960590,14.574672209785737
STUFFED,2024-06-16,11270,12.99,90795.0,2.606987372818584,81,Indie,TheGamePublisher.com,Waving Bear Studio,1243200,8.056344276841171
Legendary Hoplite,2024-02-02,7587,14.99,90751.0,10.566538403468464,70,Indie,Ravenage Games,TripleBricksGames,1479810,11.961381310135758
Minimalist Tower Defense,2024-01-25,27004,4.99,90620.0,16.989870723384826,94,Indie,HappyFairy213,HappyFairy213,2617400,3.3557991408680197
Uncover the Smoking Gun,2024-06-23,5276,19.99,90446.0,5.377597908456318,97,Indie,ReLU Games,ReLU Games,2492290,17.142911296436694
Roots of Yggdrasil,2024-09-06,9225,12.99,90157.0,6.853841751565168,92,Indie,"ManaVoid Entertainment,Indie Asylum",ManaVoid Entertainment,2071430,9.773116531165313
TOKYO PSYCHODEMIC,2024-05-29,1813,54.99,89539.0,5.858585549228073,24,Indie,GRAVITY,GRAVITY GAME ARISE,2397140,49.387203530060674
SPY×ANYA: Operation Memories,2024-06-27,2168,49.99,88877.0,8.19216012169394,90,AAA,Bandai Namco Entertainment,GrooveBoxJapan,2170370,40.99492619926199
Creatures of Ava,2024-08-07,4284,24.99,88683.0,5.758266728274435,93,AA,11 bit studios,Inverge Studios,2304440,20.70098039215686
Archaelund,2024-01-08,4922,19.99,88551.0,18.604325863989,87,Indie,4 Dimension Games,4 Dimension Games,1082970,17.990857375050794
Age of Defense,2024-07-29,13157,14.99,88271.0,6.622342614987855,78,Indie,Valkyrie Initiative,Battlecruiser Games,603320,6.709052215550657
Never Mourn,2024-05-13,9965,14.99,87827.0,4.190220142970112,89,Indie,"Poysky Productions,Light Up Games",Primal Seed,1839820,8.813547415955846
Vampire: The Masquerade - Justice,2024-02-06,4111,29.99,87251.0,2.884838067963121,68,Indie,Fast Travel Games,Fast Travel Games,2431700,21.223789832157625
The Mobius Machine,2024-03-01,4524,24.99,87128.0,10.283281637117136,83,Indie,Madruga Works,Madruga Works,2281940,19.259062776304155
Monuments Renovator,2024-03-08,9313,14.99,87084.0,6.637463072879075,74,Indie,"Games Incubator,PlayWay S.A.","Monuments Games,Games Incubator",1257280,9.350799957049286
In Search Of You,2024-07-18,15514,6.99,87038.0,3.4585829884120223,88,Indie,Celestial Star Studios,Celestial Star Studios,2963510,5.610287482274075
Ruff Ghanor,2024-02-22,5403,19.99,86902.0,11.912707709973718,94,Indie,"DX Gameworks,Magalu Games,Nonsense Creations",DX Gameworks,2087460,16.084027392189526
Duelists of Eden,2024-03-07,19473,4.99,86829.0,8.882961916395775,97,Indie,Thomas Moon Kang,Thomas Moon Kang,1664200,4.458943152056694
Snow Plowing Simulator,2024-06-19,6527,15.99,86660.0,4.197274212794315,77,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,2096030,13.277156427148766
Kingdom of Atham: Crown of the Champions,2024-01-12,6744,13.99,86608.0,44.76252961271749,80,Indie,Sofa Mauve Studio Inc.,Sofa Mauve Studio Inc.,1676380,12.842230130486358
Vertical Kingdom,2024-04-15,5365,19.99,86377.0,6.502037502275212,83,Indie,indie.io,Farlight Games Industry,1902870,16.10009319664492
Super Dark Deception,2024-07-12,5783,17.99,86169.0,6.475525689015737,67,Indie,Glowstick Entertainment,Glowstick Entertainment,2193720,14.900397717447692
The Shell Part II: Purgatorio,2024-04-18,4718,24.99,85885.0,13.636618858867438,98,Indie,Shiravune,Innocent Grey,2712550,18.203688003391267
Idol Party,2024-08-15,9890,0.0,85835.0,18.90040585677796,76,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.,2955300,8.67896865520728
Mushoku Tensei: Jobless Reincarnation Quest of Memories,2024-06-19,2106,44.99,85274.0,6.605504766683781,66,Indie,Bushiroad Inc.,LANCARSE Ltd.,2459420,40.490978157644825
Fantasy Amusement Park II,2024-05-31,17496,5.99,85154.0,2.386453664229536,73,Indie,Shark Shark Game,Cat Paw Game,2619510,4.86705532693187
LustyVerse: Passion on Display,2024-03-22,14551,6.99,85060.0,7.235261775450229,76,Indie,Inceton games,Inceton games,2328740,5.845646347330081
Mini Settlers,2024-08-08,10001,9.99,84846.0,7.611946295559626,95,Indie,"Goblinz Publishing,IndieArk",Knight Owl Games,2521630,8.483751624837517
MY DESTINY GIRLS,2024-03-28,10132,9.99,84708.0,10.631953086248698,88,Indie,EpicDream Games,EpicDream Games,2766860,8.360442163442558
SEX Campus🔞,2024-03-02,13345,9.99,84104.0,1.400893717921749,70,Indie,Romantic Room,Romantic Room,2833810,6.302285500187336
Working Sakuya,2024-03-28,21999,6.99,83942.0,0.6717445513282418,96,Indie,ぬるぬる坊主,ぬるぬる坊主,2861150,3.8157188963134687
Pet Shop Simulator,2024-06-21,7221,14.99,83875.0,6.252576189914551,76,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2401680,11.615427226145963
Shadow of the Ninja - Reborn,2024-08-29,5173,19.99,83756.0,4.068742919986549,0,Indie,"NatsumeAtari,Edigger,United Games Entertainment GmbH",NatsumeAtari,2543760,16.190991687608737
Mortal Glory 2,2024-03-04,9779,11.99,83727.0,11.982830998870288,89,Indie,Redbeak Games,Redbeak Games,2216660,8.561918396564066
Hot Therapy,2024-03-24,7024,14.99,83552.0,1.805488022420824,74,Indie,YummySoft,YummySoft,2360260,11.895216400911162
Distant Bloom,2024-03-27,5937,19.99,82715.0,6.030660089252949,84,Indie,Kinda Brave,Ember Trail,1450250,13.932120599629442
Misha's incident,2024-01-21,9393,9.99,82653.0,3.379960284632395,86,Indie,Zetlaff,Zetlaff,2723520,8.799425103800703
"Sex and the Furry Titty 3: Come Inside, Sweety",2024-05-16,10393,9.99,81316.0,4.081956048561926,91,Indie,Furlough Games PBS,Furlough Games,2221840,7.824112383334937
Terra Memoria,2024-03-27,5444,19.99,80472.0,7.421489669857486,87,Indie,Dear Villagers,La Moutarde,1912750,14.781778104335048
Hole Dweller,2024-01-19,11170,7.99,80323.0,8.243305573081305,98,Indie,"Thigh High Games,Shady Corner Games",Thigh High Games,2293850,7.190957923008058
Girls of The Tower,2024-02-23,19531,6.99,80184.0,11.944999317231185,89,Indie,OKJOY,Robo Cat,2688680,4.1054733500588805
"Everlasting Flowers - Where there is a will, there is a way",2024-08-28,2966,29.99,80055.0,5.093116591993197,86,Indie,RIGHTWAY,"sprite,flowers.studio",2795270,26.990896830748483
Let's take a bath with Purin 2,2024-07-11,6829,17.99,79862.0,1.285001362466089,79,Indie,Parabolica Games,Parabolica Games,2973500,11.694537999707132
Step-Sister's Pussy 🔞,2024-05-04,11885,9.99,79636.0,1.359626699786155,66,Indie,Lust Desires 🖤,Lust Desires 🖤,2889280,6.700546907867059
DEVIATOR,2024-08-01,13896,6.99,79632.0,4.154207295492834,72,AA,SapStaR Games,Gami Studio,2620730,5.730569948186528
Berserk Boy,2024-03-06,5193,20.0,79600.0,4.544247462000582,94,Indie,BerserkBoy Games,BerserkBoy Games,1561340,15.328326593491239
Sinners Landing,2024-03-21,6625,14.99,79552.0,6.418405065171533,92,Indie,Flexible Media,Flexible Media,1816140,12.007849056603774
Klaroro - Abyss of the Soul,2024-06-24,13771,6.99,79363.0,1.154620119000862,81,Indie,"Mango Party,Mango Party News",Ccryu,2822010,5.763052792099339
Tortuga - A Pirate's Tale,2024-02-13,3832,24.99,79354.0,14.996518560571472,61,AA,Kalypso Media,Gaming Minds Studios,1604250,20.708246346555324
Go Mecha Ball,2024-01-25,5660,19.99,78981.0,5.399627908579028,94,Indie,Super Rare Originals,Whale Peak Games,2008510,13.954240282685513
Little Lives,2024-03-08,8703,12.99,78886.0,9.53390087677779,85,Indie,Houndstooth Games,Houndstooth Games,1505560,9.064230725037344
Taora : Survival,2024-05-23,6923,13.99,78871.0,5.789378879025474,72,Indie,"Tulpar Games,TheGamesFortress",Tulpar Games,2165470,11.392604362270692
Vampire Therapist,2024-07-18,5819,14.99,78504.0,5.388496619369406,98,Indie,Little Bat Games,Little Bat Games,2481020,13.490977831242482
Dustborn,2024-08-20,2896,29.99,78165.0,6.593134644087161,70,Indie,Spotlight by Quantic Dream,Red Thread Games,721180,26.99067679558011
Helskate,2024-02-15,4029,24.99,78067.0,3.456231082834484,85,Indie,Phantom Coast,Phantom Coast,1295630,19.37627202779846
BioGun,2024-07-31,5251,19.99,78048.0,12.534388822459311,93,Indie,Ravenage Games,Dapper Dog Digital,1219240,14.863454580079985
Древние Русы,2024-07-26,10257,12.99,77800.0,4.513675478999976,98,Indie,Honor Games,Honor Games,2669860,7.585063858828117
My Special Summer Vacation 2,2024-06-27,6712,14.99,77507.0,3.3273859507086305,75,Indie,Kagura Games,P.+,2923560,11.547526817640048
My Lovely Empress,2024-08-20,5046,19.99,77493.0,5.005057844039444,87,Indie,Neon Doctrine,"GameChanger Studio,Neon Doctrine",2052990,15.35731272294887
RollScape,2024-05-22,13298,6.99,76991.0,3.6407021344310766,85,Indie,Leonardo the Vinchy,Leonardo the Vinchy,2904290,5.789667619190856
AsHes,2024-06-23,4181,24.99,76979.0,7.838338003454954,65,Indie,Yanmo Games,Yanmo Games,2455040,18.411624013393926
World War Armies,2024-05-02,16595,0.0,76971.0,21.36603364534045,55,Indie,"Hypemasters, Inc.","Hypemasters, Inc.",2438160,4.638204278397107
Hero Tale,2024-03-28,17823,4.99,76628.0,77.4947975197993,70,Indie,Weird Johnny Studio,Weird Johnny Studio,2513240,4.299388430679459
HAREM！RANCH LIFE,2024-08-23,5238,17.99,76619.0,3.634375724102398,72,Indie,072 Project,GNT BOKUJO,2420240,14.627529591447118
Feather Party,2024-05-03,17907,4.99,76256.0,2.578855667114769,90,Indie,Teneke Kafalar Spotlight,threeW,2300230,4.258446417602055
Family Breeding,2024-05-04,9451,9.99,75575.0,2.2619202418359845,81,Indie,Whiteleaf Studio,Whiteleaf Studio,2853840,7.996508305999365
CLICKOLDING,2024-07-16,30448,2.99,75559.0,0.9591748044351496,87,Indie,"Strange Scaffold,Outersloth",Strange Scaffold,3011440,2.4815751445086707
Rugby 25,2024-06-28,2783,29.99,75115.0,4.477776737220209,31,AA,Nacon,Big Ant Studios,2340870,26.990657563780093
Retail Company Simulator,2024-08-06,7846,11.99,74807.0,14.429833855747482,95,Indie,Business Tycoon,Business Tycoon,3089130,9.534412439459597
MADiSON VR,2024-05-02,2659,34.99,74572.0,3.281796387051666,80,Indie,BLOODIOUS GAMES,BLOODIOUS GAMES,2414550,28.045129748025573
Movies Tycoon,2024-07-15,2928,29.99,74220.0,7.186581816469715,71,Indie,PixelCraze s.r.o.,PixelCraze s.r.o.,2659050,25.348360655737704
Absolute Fear -AOONI- / 最恐 -青鬼-,2024-04-25,10121,9.99,74140.0,3.0040921096982327,46,Indie,"LiTMUS Co., Ltd.","LiTMUS Co., Ltd.",2889120,7.32536310641241
JOY OF PROGRAMMING - Software Engineering Simulator,2024-01-30,5061,17.99,73977.0,8.240086829646355,86,AA,PlayWay S.A.,Prof. Scherer,2216770,14.617071724955542
Love Sucks: Night Two,2024-04-26,8567,9.99,73926.0,7.128949548171759,0,Indie,Critical Bliss,Art Witch Studios,1719310,8.629158398505895
Combat Mission: Final Blitzkrieg,2024-01-25,2318,59.99,73845.0,28.69510089927749,91,AA,Slitherine Ltd.,Battlefront,2676000,31.8572044866264
CUCKOLD'S GYM,2024-02-29,10845,9.99,73725.0,1.1268257494695315,52,Indie,GeoCuck Group,GeoCuck Group,2757250,6.798063623789765
Death From Above,2024-02-22,9370,9.99,73720.0,2.636919618604075,96,Indie,Lesser Evil,Rockodile,2300160,7.867662753468516
Hot Office: Sex Story 🔞,2024-02-17,11261,9.99,73563.0,1.6649434272010375,74,Indie,Romantic Room,Romantic Room,2727440,6.5325459550661575
Cartel Simulator,2024-01-06,8484,10.99,73464.0,6.277972444255539,69,Indie,ITK,ITK,2536490,8.65912305516266
My Demonic Romance,2024-05-01,4332,19.99,73449.0,3.198792096558785,80,Indie,Andrealphus Games,Andrealphus Games,2370140,16.95498614958449
Natsu-Mon: 20th Century Summer Kid,2024-06-26,2115,39.99,73248.0,5.826172175775137,100,AA,"Spike Chunsoft Co., Ltd.","TOYBOX Inc.,Millennium Kitchen Co., Ltd.",2839280,34.632624113475174
Bewitching Sinners,2024-05-02,4546,17.99,73029.0,10.358212773282307,98,Indie,Miss Xero,Miss Xero,2615670,16.064452265728114
Logiart Grimoire,2024-03-15,5375,19.99,73024.0,24.275998793839463,97,Indie,Jupiter Corporation,Jupiter Corporation,2492390,13.585860465116278
Fatermyth,2024-04-23,8947,9.99,72746.0,7.219293184789795,84,Indie,Merlion Games,KDream,2530420,8.13077009053314
NejicomiSimulator TMA02 - My Own Dedicated Weak Pussy Cow Vtuber's Confinement and Training! Choke-Clamping Deep-Digging RIP to her Life Masochistic-Orgasm!- (cheeky big boob faphole understood her position),2024-05-23,3616,24.99,72642.0,15.223036272162016,86,Indie,"やぶから堂,LewdLoco","やぶから堂,たまぷろじぇくと",2432040,20.08904867256637
Forgotten Seas,2024-06-07,3482,24.99,72549.0,23.006322622831195,83,Indie,indie.io,Pangea Game Studios,2168260,20.83543940264216
Malware,2024-07-31,32488,2.99,72453.0,1.863085353681632,88,Indie,Odd Games,Odd Games,3019370,2.2301465156365428
REAL ESTATE Simulator - FROM BUM TO MILLIONAIRE,2024-03-22,7849,12.99,72346.0,3.020761271053206,51,Indie,Midnight Games,Geekon,2738900,9.217225124219645
SCHiM,2024-07-18,5057,24.99,72271.0,2.506968572426479,77,Indie,"Extra Nice,PLAYISM","Ewoud van der Werf,Nils Slijkerman",1519710,14.291279414672731
KRITIKA: ZERO,2024-07-18,5464,0.0,72154.0,22.60248534969474,50,Indie,株式会社G・O・P,VALOFE,3007020,13.205344070278185
Twilight Survivors,2024-04-01,29195,2.99,72149.0,10.15643345075452,89,Indie,DORIDORI STUDIO,DORIDORI STUDIO,2788310,2.4712793286521664
LakeSide,2024-03-25,6710,14.99,72013.0,3.0665883078991616,68,Indie,Massive Galaxy Studios,Massive Galaxy Studios,1552220,10.732190760059613
Sam & Max: The Devil's Playhouse,2024-08-14,4373,19.99,71874.0,8.406782251050108,99,Indie,Skunkape Games,Skunkape Games,2648050,16.435856391493253
Paradise,2024-04-26,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,17.024899217453164
Project Unknown,2024-07-12,8767,9.99,71342.0,2.970398153906548,89,Indie,Nightmare Studios,PsychoRavens,2115390,8.137561309455915
Xiangsheng Simulator,2024-02-04,50829,2.99,71247.0,2.025891516718508,77,Indie,Wave Ecstacy,Wave Ecstacy,2734310,1.4016998170335833
Train Valley World,2024-08-09,4824,19.99,70779.0,7.712589160171384,72,AA,tinyBuild,Flazm,2244470,14.67226368159204
Ereban: Shadow Legacy,2024-04-10,3596,24.99,70723.0,6.029381243393642,89,Indie,Baby Robot Games,Baby Robot Games,1671360,19.667130144605117
Fida Puti Samurai,2024-03-21,7866,11.99,70667.0,9.32968195468886,95,Indie,Zanardi and Liza,Zanardi and Liza,1534340,8.983854563946098
Strategic Command WWII: War in the Pacific,2024-07-18,1963,39.99,70650.0,21.26686666979131,92,AA,Slitherine Ltd.,Fury Software,2740080,35.99083036169129
Iragon 18+,2024-02-14,3729,29.99,70561.0,2.663141477314257,40,Indie,SZH,Repulse,1097480,18.922231161169215
Crab God,2024-06-20,4297,19.99,70526.0,6.670332094268608,88,Indie,Firesquid,Chaos Theory Games,2289390,16.41284617174773
Multiplayer Platform Golf,2024-02-29,15702,4.99,70517.0,3.0495567217758395,92,Indie,Robot Assembly,Robot Assembly,2263920,4.490956566042542
MACHI KORO With Everyone,2024-07-04,3439,24.99,70380.0,4.566587558857733,60,Indie,Grounding Inc.,Grounding Inc.,1969860,20.465251526606572
Eden Island,2024-07-26,9646,14.99,70247.0,7.442286413116884,63,Indie,Moon Studio,Moon Studio,1974220,7.282500518349575
Handsome Me with 100 Girlfriends!,2024-04-11,8623,9.99,70215.0,2.3062527099058565,57,Indie,Day Day Up！,philosophy♂,2761510,8.142757740925433
Aooni,2024-07-25,11885,9.99,70127.0,2.6583768987342653,72,Indie,Game Studio Inc.,Game Studio Inc.,2934190,5.900462768195204
Kingsvein,2024-01-16,4273,19.99,70094.0,14.403321173774703,0,Indie,Rad Codex,Rad Codex,2276830,16.403931663936344
Genome Guardian,2024-05-07,9474,11.99,69687.0,16.541265837868423,95,Indie,Alpherior,Alpherior,2891310,7.355604813172894
X Invader,2024-08-12,18675,4.99,69616.0,9.398892187788531,80,Indie,ALLAF GAMES,ALLAF GAMES,2090760,3.727764390896921
Doom Sweeper,2024-06-08,20562,4.99,69495.0,11.423323279224366,77,Indie,Paper Dog,Paper Dog,2162680,3.3797782316895244
Dungeon Vixens: A Tale of Temptation,2024-04-08,13651,5.99,68967.0,1.844034003991569,78,Indie,Shady Corner Games,Dualarcade,2710970,5.052157351109809
I Wanna Fuck my Mom's Best Friend,2024-08-09,6151,14.99,68584.0,1.3084968640711163,74,Indie,Cherry Kiss Games,Orcsoft,3067200,11.150056901316859
Farewell North,2024-08-16,3905,23.99,68091.0,4.12583984340029,99,Indie,Mooneye Studios,Kyle Banks,1432850,17.436875800256082
Fetish Room 18+,2024-04-27,8056,14.99,68004.0,1.334230232142228,58,Indie,Octo Games,Octo Games,2487120,8.441410129096326
エルミナージュORIGINAL ～闇の巫女と神々の指輪～,2024-05-23,5917,16.99,67981.0,27.00954354139559,78,Indie,mebius.,"mebius.,Anura Bless,STARFISH SD",2392310,11.489099205678553
Toy Shire,2024-08-26,8399,9.99,67956.0,2.655938235656375,99,Indie,Catoptric Games,Bluespy Studios,2361460,8.090963209905942
Doll Impostor,2024-03-28,13779,6.99,67755.0,4.768041120328671,97,Indie,HeadArrow,HeadArrow,2882870,4.917265403875462
Fog of War: Book One,2024-06-09,7273,11.99,67732.0,4.063814895352941,84,Indie,Story Machine Studios,Story Machine Studios,2676180,9.312800769971126
Tallowmere 2: Curse of the Kittens,2024-02-19,11885,9.99,67713.0,18.52500735091892,83,Indie,"Chris McFarland,Lightning Games",Chris McFarland,655740,5.697349600336559
HEARTSHOT,2024-03-03,5258,14.99,67643.0,1.2470111412929836,71,Indie,Meadow Studios,Meadow Studios,2702700,12.864777481932293
Special Operations Unit - SIGNAL FORCES,2024-03-21,9145,8.99,67599.0,2.590459109546948,85,Indie,Mango Party,ankoku marimokan,2311820,7.3919081465281575
Let's Minesweeper,2024-07-24,16670,4.99,67473.0,6.178763103995366,81,Indie,SUNJOY GAME,SUNJOY GAME,2865580,4.04757048590282
Mech Builder,2024-07-16,8717,9.99,67468.0,4.219712973890713,75,Indie,Don Pachi,Don Pachi,2870420,7.739818744981071
Renaissance Kingdom Wars,2024-07-15,3341,24.99,67386.0,2.357913601093543,76,Indie,indie.io,Reverie World Studios,2533020,20.169410356180784
The Symbiant Re:Union,2024-01-29,5451,14.99,67132.0,2.464026613811756,93,Indie,HeartCoreDev,HeartCoreDev,2355140,12.315538433314988
Imperial Lovers,2024-06-07,6059,14.99,66935.0,3.663082169554396,86,Indie,Pink Pixel Games,LAPLACE,2821040,11.047202508664796
撩妹模拟器：渣男的秘密,2024-05-17,11788,6.99,66927.0,1.858554104518518,82,Indie,DeerRiver,DeerRiver,2719190,5.677553444180522
Dog Brew,2024-04-30,24238,3.5,66829.0,2.364138281649029,98,Indie,"Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade",2883280,2.7571994388975987
Royal Order,2024-03-29,2632,29.99,66782.0,11.646453886154193,93,Indie,Nifty Productions,Nifty Visuals,1749010,25.373100303951368
Magical Delicacy,2024-07-16,3192,24.99,66573.0,9.902069553189165,75,Indie,Whitethorn Games,Skaule,2231190,20.856203007518797
The Cub,2024-01-19,7919,14.99,66322.0,2.1002879833095163,87,Indie,"Untold Tales,Gamersky Games",Demagog Studio,1941410,8.375047354463948
Time Treker,2024-07-09,11364,6.99,66300.0,5.857565393934813,78,Indie,"Leyo Games,2P Games",Fuse Game,2776500,5.834213305174234
Hoofobia,2024-02-23,9279,9.99,66052.0,2.208382853909323,72,Indie,Deathyell Games,Deathyell Games,2467300,7.118439487013687
CYGNI: All Guns Blazing,2024-08-05,2604,29.99,66026.0,4.2482896928941605,62,AA,KONAMI,KeelWorks,1248080,25.355606758832565
Rebel Transmute,2024-03-11,4028,19.99,65739.0,8.735269357373568,79,Indie,JanduSoft,Evan Tor Games,1191660,16.320506454816286
Dungeons of Blood and Dream,2024-05-27,4567,15.99,65723.0,6.0147787122403,96,Indie,Lori Vornoy,Lori Vornoy,2488590,14.390847383402672
Cafe Maid - Hentai Edition,2024-02-22,4316,19.99,65693.0,14.618248574677336,73,Indie,Woop Media,Sexy Hentai Games Factory,1586710,15.220806302131603
Monsters Domain,2024-04-05,5032,19.99,65271.0,4.161012638797963,44,Indie,"G-DEVS.com,CreativeForge Games",G-DEVS.com,1442450,12.97118441971383
Doki Doki AI Interrogation,2024-05-24,22562,3.49,65249.0,1.4546503626836578,82,Indie,YAMADA,YAMADA,2844700,2.891986526017197
Growtopia,2024-03-07,37131,0.0,65173.0,7.361271608839274,31,AAA,Ubisoft,Ubisoft Abu Dhabi,866020,1.7552180119038001
Fuck You Witch,2024-03-29,8355,9.99,65063.0,0.9673952756904698,92,Indie,Beshbarmak games,Beshbarmak games,2736020,7.787312986235787
月藍傳奇REMAKE古文明之謎,2024-02-11,2607,19.99,65028.0,40.43827237929116,96,Indie,RMAsia,"天使蛋糕,攸藍,牙籤,黃金,咕咕咕,鎧特",2391680,24.94361334867664
CUM Queens 🔞💦,2024-02-10,10518,9.99,64931.0,1.5889476459175789,67,Indie,BanzaiProject,BanzaiProject,2711320,6.173321924320213
Mothers and Daughters,2024-01-02,7578,9.99,64494.0,4.364727003460155,67,Indie,Spin256,Spin256,2508400,8.510688836104514
Zero Division,2024-07-11,6099,12.99,64472.0,7.677055210096512,88,Indie,Astrolabe Games,Robot Cat Limited,2181950,10.570913264469585
LAPIDARY: Jewel Craft Simulator,2024-03-25,9702,7.99,64395.0,4.00446009890238,82,Indie,THINK & FEEL,THINK & FEEL,2539820,6.637291280148423
Preserve,2024-08-08,6779,12.49,64320.0,5.1397419833615166,95,Indie,Grindstone,Bitmap Galaxy,2109270,9.488125092196489
VoidBound,2024-05-24,3945,19.99,64291.0,4.450637928804644,93,Indie,Shady Corner Games,CursedAtelier,2500710,16.29683143219265
Witch and Lilies,2024-05-23,3338,24.99,64035.0,13.370290768841915,45,Indie,Stromatosoft Inc.,"Stromatosoft Inc.,株式会社タストα",2525810,19.183642899940082
挂姬恶魔 IDLE DEVILS,2024-01-30,23630,3.99,63683.0,76.24068923464054,80,Indie,"GOCORE,NPC Entertainment",GOCORE,2226700,2.6950063478628863
Der Königsruf,2024-05-05,710,0.0,63264.0,26.27006411419708,57,Indie,Starlight Games,Starlight Games,2916840,89.10422535211268
TRADESMAN: Deal to Dealer,2024-06-18,23503,2.99,63246.0,10.285109683855875,0,Indie,AZAMATIKA,AZAMATIKA,2555430,2.6909756201336
Exotica: Petshop Simulator,2024-02-06,10381,12.99,63223.0,9.639862476774535,84,Indie,Konrul Game,Konrul Game,2138580,6.090261053848377
Kamaeru: A Frog Refuge,2024-06-08,3805,19.99,62891.0,5.384590955417545,88,Indie,Armor Games Studios,Humble Reeds,1978150,16.52851511169514
"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM! 2",2024-07-17,6994,9.99,62883.0,1.7390408856523605,81,Indie,D3PUBLISHER,MONKEYCRAFT Co. Ltd.,2744230,8.990992279096368
The Quintessential Quintuplets - Five Memories Spent With You,2024-05-23,2155,34.99,62867.0,11.95180978697573,97,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2507620,29.17262180974478
LurkBait Twitch Fishing,2024-02-21,9946,7.0,62659.0,97.5255994143152,97,Indie,BLAMCAM Interactive,BLAMCAM Interactive,2767520,6.299919565654535
Athenian Rhapsody,2024-05-14,5384,14.99,62520.0,7.173748703426827,91,Indie,"Top Hat Studios, Inc.",Nico Papalia,1671720,11.612184249628529
Astro Looter: Survivor,2024-07-15,9505,6.99,62500.0,1.4977793859228246,80,Indie,Soda Game Studio,Soda Game Studio,2871930,6.575486586007364
Writer's Rush,2024-01-22,12123,5.99,62445.0,2.289644395339992,0,Indie,Frogstorm,Frogstorm,2745800,5.150952734471665
Incremental Factory,2024-01-29,8945,8.99,62413.0,18.361914687260576,76,Indie,Significant Steak,Significant Steak,2449430,6.977417551704863
Frogmonster,2024-04-02,3920,19.99,62346.0,7.469643702002446,0,Indie,Ben Jungwirth,Ben Jungwirth,1853760,15.904591836734694
Space for Sale,2024-07-30,4309,19.99,62334.0,2.571875686202304,62,Indie,Mirage Game Studios,Mirage Game Studios,1624060,14.466001392434439
Bloody Heaven 2,2024-05-11,15453,4.99,62317.0,2.607953214827291,87,Indie,ShaneGame,ShaneGame,2816940,4.032679738562091
Wishful Journey:Love Across Time,2024-04-24,7540,9.99,62138.0,4.065350388485396,91,Indie,Hillhouse Holdings Limited,Hillhouse Holdings Limited,2867510,8.241114058355437
Transpile Girl Rescue Operation!,2024-02-29,9467,7.99,62059.0,2.067723377769677,81,Indie,"Mango Party,Mango Party News",Backflip WildCAT,2613010,6.555297348684905
